InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
551163,47566,PARTY BUNTING,2.0,4/26/2011 15:52,4.95,12573.0,France
537250,21242,RED RETROSPOT PLATE ,8.0,12/6/2010 10:43,1.69,12708.0,Germany
575144,23292,SPACEBOY CHILDRENS CUP,8.0,11/8/2011 15:38,1.25,12540.0,Spain
544470,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3.0,2/21/2011 8:38,4.95,12707.0,France
568221,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12.0,9/26/2011 10:05,1.45,14911.0,EIRE
545314,79190D,RETRO PLASTIC DAISY TRAY,15.0,3/1/2011 14:11,0.42,12866.0,Belgium
568706,22796,PHOTO FRAME 3 CLASSIC HANGING,2.0,9/28/2011 15:32,9.95,14911.0,EIRE
542629,22557,PLASTERS IN TIN VINTAGE PAISLEY ,48.0,1/31/2011 9:57,1.65,12731.0,France
568350,90161D,ANT COPPER PINK BOUDICCA BRACELET,6.0,9/26/2011 15:35,4.95,12612.0,Germany
552315,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10.0,5/8/2011 16:10,2.08,12700.0,France
565857,22831,WHITE BROCANTE SOAP DISH,6.0,9/7/2011 14:13,2.95,14911.0,EIRE
542629,10002,INFLATABLE POLITICAL GLOBE ,120.0,1/31/2011 9:57,0.85,12731.0,France
552631,22493,PAINT YOUR OWN CANVAS SET,12.0,5/10/2011 12:55,1.65,12684.0,France
575514,22594,CHRISTMAS GINGHAM TREE,12.0,11/10/2011 10:40,0.85,12541.0,Spain
543828,22676,FRENCH BLUE METAL DOOR SIGN 1,10.0,2/14/2011 9:45,1.25,14156.0,EIRE
561093,84879,ASSORTED COLOUR BIRD ORNAMENT,40.0,7/25/2011 10:01,1.69,12540.0,Spain
555719,21084,SET/6 COLLAGE PAPER CUPS,24.0,6/6/2011 15:31,0.19,12609.0,Germany
545718,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9.0,3/7/2011 10:22,2.55,12614.0,Germany
541567,22894,TABLECLOTH RED APPLES DESIGN ,4.0,1/19/2011 11:51,8.5,12681.0,France
570879,22374,AIRLINE BAG VINTAGE JET SET RED,8.0,10/13/2011 8:42,4.25,12685.0,France
553037,22993,SET OF 4 PANTRY JELLY MOULDS,24.0,5/13/2011 8:10,1.25,12471.0,Germany
541570,85123A,WHITE HANGING HEART T-LIGHT HOLDER,256.0,1/19/2011 12:34,2.55,14646.0,Netherlands
557669,22629,SPACEBOY LUNCH BOX ,12.0,6/22/2011 9:43,1.95,12674.0,France
546851,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12.0,3/17/2011 13:23,0.85,12480.0,Germany
567928,23201,JUMBO BAG ALPHABET,10.0,9/22/2011 17:31,2.08,12380.0,Belgium
581574,23237,SET OF 4 KNICK KNACK TINS LEAF,6.0,12/9/2011 12:09,4.15,12526.0,Germany
563662,20704,MR ROBOT SOFT TOY,2.0,8/18/2011 11:40,6.95,12729.0,France
564140,23290,SPACEBOY CHILDRENS BOWL,8.0,8/23/2011 11:47,1.25,12621.0,Germany
568350,90030B,RED KUKUI COCONUT SEED NECKLACE,24.0,9/26/2011 15:35,1.0,12612.0,Germany
567929,20725,LUNCH BAG RED RETROSPOT,10.0,9/22/2011 17:31,1.65,12425.0,Portugal
556819,23053,RECYCLED ACAPULCO MAT PINK,2.0,6/15/2011 10:21,8.25,12682.0,France
571065,22434,BALLOON PUMP WITH 10 BALLOONS,8.0,10/13/2011 14:59,1.95,12613.0,Germany
C542537,21121,SET/10 RED POLKADOT PARTY CANDLES,-24.0,1/28/2011 13:54,1.25,12501.0,Germany
568650,22744,MAKE YOUR OWN MONSOON CARD KIT,6.0,9/28/2011 11:56,2.95,13505.0,Switzerland
567666,51014C,"FEATHER PEN,COAL BLACK",24.0,9/21/2011 15:23,0.39,12520.0,Germany
563897,23177,TREASURE ISLAND BOOK BOX,8.0,8/21/2011 10:44,2.25,12523.0,France
541206,21669,BLUE STRIPE CERAMIC DRAWER KNOB,96.0,1/14/2011 12:24,1.06,14646.0,Netherlands
563502,23349,ROLL WRAP VINTAGE CHRISTMAS,12.0,8/17/2011 8:50,1.25,12722.0,France
565519,22698,PINK REGENCY TEACUP AND SAUCER,6.0,9/5/2011 11:52,2.95,12502.0,Spain
580160,23571,TRADITIONAL NAUGHTS & CROSSES,12.0,12/2/2011 10:47,1.65,12700.0,France
539957,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12.0,12/23/2010 12:58,1.25,12585.0,Germany
568095,22624,IVORY KITCHEN SCALES,2.0,9/23/2011 14:49,8.5,14911.0,EIRE
569866,22113,GREY HEART HOT WATER BOTTLE,3.0,10/6/2011 14:50,4.25,12757.0,Portugal
538255,21258,VICTORIAN SEWING BOX LARGE,1.0,12/10/2010 12:33,12.75,14911.0,EIRE
561507,23293,SET OF 12 FAIRY CAKE BAKING CASES,8.0,7/27/2011 14:21,0.83,12397.0,Belgium
580986,21425,SKULLS STORAGE BOX LARGE,6.0,12/6/2011 16:34,2.95,12650.0,France
571328,22908,PACK OF 20 NAPKINS RED APPLES,12.0,10/17/2011 11:27,0.85,12473.0,Germany
539421,22113,GREY HEART HOT WATER BOTTLE,12.0,12/17/2010 14:21,3.75,14016.0,EIRE
556507,23054,RECYCLED ACAPULCO MAT LAVENDER,4.0,6/13/2011 9:55,8.25,12567.0,France
544933,POST,POSTAGE,6.0,2/25/2011 8:44,18.0,12633.0,Germany
562450,23203,JUMBO BAG DOILEY PATTERNS,10.0,8/5/2011 8:40,2.08,12562.0,France
579069,22623,BOX OF VINTAGE JIGSAW BLOCKS ,6.0,11/28/2011 10:31,5.95,14911.0,EIRE
542080,84247L,FAWN AND MUSHROOM GREETING CARD,12.0,1/25/2011 12:16,0.42,13815.0,Germany
578140,22152,PLACE SETTING WHITE STAR,432.0,11/23/2011 10:58,0.36,14646.0,Netherlands
564856,23158,SET OF 5 LUCKY CAT MAGNETS ,12.0,8/31/2011 9:11,2.08,12477.0,Germany
544690,22804,CANDLEHOLDER PINK HANGING HEART,32.0,2/23/2011 8:48,2.55,14156.0,EIRE
571901,22504,CABIN BAG VINTAGE RETROSPOT,2.0,10/19/2011 14:36,29.95,12757.0,Portugal
577046,22754,SMALL RED BABUSHKA NOTEBOOK ,12.0,11/17/2011 13:46,0.85,12449.0,Belgium
558262,23245,SET OF 3 REGENCY CAKE TINS,16.0,6/28/2011 8:45,4.15,14646.0,Netherlands
568310,23198,PANTRY MAGNETIC  SHOPPING LIST,12.0,9/26/2011 12:48,1.45,14911.0,EIRE
580512,20724,RED RETROSPOT CHARLOTTE BAG,10.0,12/4/2011 13:55,0.85,12673.0,Germany
538009,21754,HOME BUILDING BLOCK WORD,3.0,12/9/2010 12:17,5.95,14911.0,EIRE
552883,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,144.0,5/12/2011 10:13,2.55,14646.0,Netherlands
567968,POST,POSTAGE,3.0,9/23/2011 9:44,28.0,12546.0,Spain
567968,22149,FELTCRAFT 6 FLOWER FRIENDS,6.0,9/23/2011 9:44,2.1,12546.0,Spain
554985,71459,HANGING JAM JAR T-LIGHT HOLDER,12.0,5/29/2011 12:26,0.85,12426.0,Germany
574844,POST,POSTAGE,1.0,11/7/2011 11:57,28.0,12783.0,Portugal
552631,21061,PARTY INVITES FOOTBALL,24.0,5/10/2011 12:55,0.85,12684.0,France
559704,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6.0,7/12/2011 9:54,2.95,12669.0,France
557007,21059,PARTY INVITES DINOSAURS,10.0,6/16/2011 11:30,0.85,12484.0,Spain
561332,22311,OFFICE MUG WARMER BLACK+SILVER ,6.0,7/26/2011 14:25,2.95,13492.0,Switzerland
576051,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,12.0,11/13/2011 14:45,4.95,14911.0,EIRE
574093,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12.0,11/3/2011 9:43,1.25,12437.0,France
543055,21156,RETROSPOT CHILDRENS APRON,8.0,2/3/2011 10:41,1.95,12502.0,Spain
578541,23117,POPPY FIELDS CHOPPING BOARD,2.0,11/24/2011 15:01,4.95,14277.0,France
555719,21395,BLUE POLKADOT BEAKER ,48.0,6/6/2011 15:31,0.39,12609.0,Germany
541206,22467,GUMBALL COAT RACK,72.0,1/14/2011 12:24,2.1,14646.0,Netherlands
574550,22737,RIBBON REEL CHRISTMAS PRESENT ,5.0,11/4/2011 15:18,1.65,12484.0,Spain
C575839,22554,PLASTERS IN TIN WOODLAND ANIMALS,-12.0,11/11/2011 11:40,1.65,12517.0,Germany
571477,22584,PACK OF 6 PANNETONE GIFT BOXES,6.0,10/17/2011 14:54,2.55,12794.0,Portugal
564372,20728,LUNCH BAG CARS BLUE,10.0,8/25/2011 9:55,1.65,12714.0,France
544074,22745,POPPY'S PLAYHOUSE BEDROOM ,2.0,2/15/2011 14:49,2.1,14156.0,EIRE
566074,23395,BELLE JARDINIERE CUSHION COVER,4.0,9/9/2011 8:48,3.75,12535.0,France
556463,21242,RED RETROSPOT PLATE ,8.0,6/12/2011 10:47,1.69,12583.0,France
576927,22045,SPACEBOY GIFT WRAP,25.0,11/17/2011 11:02,0.42,12567.0,France
555739,22398,MAGNETS PACK OF 4 SWALLOWS,12.0,6/7/2011 9:49,1.25,12380.0,Belgium
573136,22423,REGENCY CAKESTAND 3 TIER,5.0,10/27/2011 17:00,12.75,12709.0,Germany
559036,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6.0,7/5/2011 15:14,2.55,12637.0,France
541491,20749,ASSORTED COLOUR MINI CASES,12.0,1/18/2011 14:04,6.35,12510.0,Spain
553842,22960,JAM MAKING SET WITH JARS,12.0,5/19/2011 12:24,3.75,12524.0,Germany
551950,21915,RED  HARMONICA IN BOX ,12.0,5/5/2011 11:38,1.25,14911.0,EIRE
552883,22384,LUNCH BAG PINK POLKADOT,100.0,5/12/2011 10:13,1.45,14646.0,Netherlands
568472,23367,SET 12 COLOUR PENCILS SPACEBOY ,16.0,9/27/2011 11:50,0.65,12517.0,Germany
558613,48129,DOORMAT TOPIARY,2.0,6/30/2011 15:46,7.95,14911.0,EIRE
552826,21166,COOK WITH WINE METAL SIGN ,3.0,5/11/2011 13:20,2.08,14277.0,France
575508,23581,JUMBO BAG PAISLEY PARK,100.0,11/10/2011 10:32,1.79,14646.0,Netherlands
573867,20750,RED RETROSPOT MINI CASES,2.0,11/1/2011 12:12,7.95,12674.0,France
542648,POST,POSTAGE,5.0,1/31/2011 11:46,18.0,12476.0,Germany
571328,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,12.0,10/17/2011 11:27,1.25,12473.0,Germany
565213,21888,BINGO SET,144.0,9/1/2011 17:19,3.75,14911.0,EIRE
570672,22633,HAND WARMER UNION JACK,12.0,10/11/2011 14:52,2.1,12536.0,France
562670,22960,JAM MAKING SET WITH JARS,6.0,8/8/2011 13:42,4.25,14911.0,EIRE
559036,21205,MULTICOLOUR 3D BALLS GARLAND,6.0,7/5/2011 15:14,2.55,12637.0,France
553375,21792,CLASSIC FRENCH STYLE BASKET GREEN ,8.0,5/16/2011 14:53,3.95,14911.0,EIRE
549682,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6.0,4/11/2011 13:22,2.95,12596.0,Spain
574104,84879,ASSORTED COLOUR BIRD ORNAMENT,16.0,11/3/2011 10:45,1.69,12615.0,France
552978,82600,NO SINGING METAL SIGN,48.0,5/12/2011 14:46,1.85,12590.0,Germany
557466,20677,PINK POLKADOT BOWL,16.0,6/20/2011 13:08,1.25,13815.0,Germany
537463,20719,WOODLAND CHARLOTTE BAG,10.0,12/7/2010 10:08,0.85,12681.0,France
571445,23660,HENRIETTA HEN MUG ,12.0,10/17/2011 13:44,1.65,12463.0,Belgium
555553,22554,PLASTERS IN TIN WOODLAND ANIMALS,12.0,6/5/2011 13:45,1.65,12662.0,Germany
541434,22113,GREY HEART HOT WATER BOTTLE,8.0,1/18/2011 10:22,3.75,14911.0,EIRE
551656,71459,HANGING JAM JAR T-LIGHT HOLDER,12.0,5/3/2011 12:10,0.85,14911.0,EIRE
538008,22331,WOODLAND PARTY BAG + STICKER SET,16.0,12/9/2010 12:17,1.65,12683.0,France
554770,23133,LARGE IVORY HEART WALL ORGANISER,2.0,5/26/2011 11:40,8.25,14911.0,EIRE
569719,22961,JAM MAKING SET PRINTED,96.0,10/6/2011 9:10,1.25,14646.0,Netherlands
541206,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,144.0,1/14/2011 12:24,2.55,14646.0,Netherlands
570499,23020,GLASS  SONGBIRD STORAGE JAR,1.0,10/11/2011 9:19,12.5,12772.0,Portugal
576269,22138,BAKING SET 9 PIECE RETROSPOT ,3.0,11/14/2011 14:23,4.95,12762.0,Portugal
560445,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",24.0,7/19/2011 9:08,4.25,14156.0,EIRE
571923,23240,SET OF 4 KNICK KNACK TINS DOILY ,6.0,10/19/2011 16:24,4.15,12685.0,France
575144,23469,CARD HOLDER LOVE BIRD SMALL,6.0,11/8/2011 15:38,4.15,12540.0,Spain
567915,22554,PLASTERS IN TIN WOODLAND ANIMALS,12.0,9/22/2011 17:15,1.65,12579.0,France
564372,23207,LUNCH BAG ALPHABET DESIGN,20.0,8/25/2011 9:55,1.65,12714.0,France
577479,21704,BAG 250g SWIRLY MARBLES,12.0,11/20/2011 11:34,0.85,14911.0,EIRE
567552,23389,SPACEBOY MINI BACKPACK,4.0,9/21/2011 10:40,4.15,12583.0,France
545295,20979,36 PENCILS TUBE RED RETROSPOT,48.0,3/1/2011 12:09,1.25,12709.0,Germany
562537,23247,BISCUIT TIN 50'S CHRISTMAS,6.0,8/5/2011 15:02,2.89,12517.0,Germany
C577388,22697,GREEN REGENCY TEACUP AND SAUCER,-5.0,11/18/2011 16:58,2.95,14911.0,EIRE
C543431,22090,PAPER BUNTING RETROSPOT,-1.0,2/8/2011 11:37,2.95,12474.0,Germany
552262,21914,BLUE HARMONICA IN BOX ,12.0,5/8/2011 11:37,1.25,14911.0,EIRE
542433,84378,SET OF 3 HEART COOKIE CUTTERS,12.0,1/28/2011 10:45,1.25,12726.0,France
573362,23034,DRAWER KNOB CERAMIC BLACK,6.0,10/30/2011 13:06,1.45,12597.0,Spain
560876,23200,JUMBO BAG PEARS,20.0,7/21/2011 15:14,2.08,12626.0,Germany
569653,20713,JUMBO BAG OWLS,10.0,10/5/2011 12:52,2.08,12451.0,Switzerland
C564084,23574,PACKING CHARGE,-1.0,8/23/2011 9:16,7.5,14911.0,EIRE
560211,20712,JUMBO BAG WOODLAND ANIMALS,10.0,7/15/2011 14:34,2.08,12621.0,Germany
562046,22325,MOBILE VINTAGE HEARTS ,9.0,8/2/2011 10:34,4.95,12378.0,Switzerland
C562375,22945,CHRISTMAS METAL TAGS ASSORTED ,-144.0,8/4/2011 14:46,0.72,14911.0,EIRE
C542537,22558,CLOTHES PEGS RETROSPOT PACK 24 ,-2.0,1/28/2011 13:54,1.49,12501.0,Germany
565443,21833,CAMOUFLAGE LED TORCH,12.0,9/4/2011 14:22,1.69,12567.0,France
546843,21259,VICTORIAN SEWING BOX SMALL ,2.0,3/17/2011 12:40,5.95,12472.0,Germany
570002,21880,RED RETROSPOT TAPE,12.0,10/7/2011 9:16,0.65,12477.0,Germany
569563,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,48.0,10/5/2011 9:46,1.45,12481.0,Germany
581175,23552,BICYCLE PUNCTURE REPAIR KIT ,72.0,12/7/2011 15:16,1.79,14646.0,Netherlands
545585,21213,PACK OF 72 SKULL CAKE CASES,24.0,3/4/2011 9:32,0.55,12541.0,Spain
565475,22630,DOLLY GIRL LUNCH BOX,64.0,9/5/2011 10:47,1.65,14156.0,EIRE
562605,20725,LUNCH BAG RED RETROSPOT,10.0,8/8/2011 10:59,1.65,12530.0,Germany
572886,46000S,POLYESTER FILLER PAD 40x40cm,5.0,10/26/2011 13:46,1.45,12448.0,Spain
579529,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,6.0,11/30/2011 8:50,2.55,12488.0,France
538255,22801,ANTIQUE GLASS PEDESTAL BOWL,4.0,12/10/2010 12:33,3.75,14911.0,EIRE
563076,22037,ROBOT BIRTHDAY CARD,72.0,8/11/2011 16:12,0.36,14646.0,Netherlands
555572,22355,CHARLOTTE BAG SUKI DESIGN,10.0,6/5/2011 15:37,0.85,12449.0,Belgium
544355,22567,20 DOLLY PEGS RETROSPOT,12.0,2/18/2011 10:53,1.25,12714.0,France
537673,POST,POSTAGE,7.0,12/8/2010 9:49,18.0,12709.0,Germany
545235,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6.0,3/1/2011 10:31,2.55,12683.0,France
569893,23203,JUMBO BAG VINTAGE DOILY ,10.0,10/6/2011 15:51,2.08,12627.0,Germany
544302,21578,WOODLAND DESIGN  COTTON TOTE BAG,6.0,2/17/2011 13:16,2.25,12654.0,Germany
562560,22532,MAGIC DRAWING SLATE LEAP FROG ,4.0,8/5/2011 17:12,0.42,14156.0,EIRE
570718,22728,ALARM CLOCK BAKELIKE PINK,4.0,10/12/2011 10:36,3.75,12518.0,Germany
559173,22699,ROSES REGENCY TEACUP AND SAUCER ,6.0,7/7/2011 10:03,2.95,12540.0,Spain
564856,23244,ROUND STORAGE TIN VINTAGE LEAF,6.0,8/31/2011 9:11,1.95,12477.0,Germany
575144,22029,SPACEBOY BIRTHDAY CARD,12.0,11/8/2011 15:38,0.42,12540.0,Spain
563288,22321,BIRD DECORATION RED RETROSPOT,12.0,8/15/2011 12:53,0.85,12656.0,France
578033,23108,SET OF 10 LED DOLLY LIGHTS,4.0,11/22/2011 13:42,6.25,12656.0,France
576064,21926,RED/CREAM STRIPE CUSHION COVER ,2.0,11/13/2011 15:37,1.25,12508.0,France
579747,22423,REGENCY CAKESTAND 3 TIER,4.0,11/30/2011 14:40,12.75,12528.0,Germany
542303,84819,DANISH ROSE ROUND SEWING BOX,3.0,1/27/2011 11:05,4.25,12539.0,Spain
566816,20685,DOORMAT RED RETROSPOT,10.0,9/15/2011 10:53,7.08,12731.0,France
567196,20726,LUNCH BAG WOODLAND,10.0,9/19/2011 10:09,1.65,12379.0,Belgium
568176,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3.0,9/25/2011 13:25,4.95,12685.0,France
570718,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2.0,10/12/2011 10:36,8.5,12518.0,Germany
538095,21879,HEARTS GIFT TAPE,2.0,12/9/2010 14:55,0.65,17097.0,Spain
540239,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6.0,1/5/2011 14:48,2.95,12682.0,France
581003,22405,MONEY BOX POCKET MONEY DESIGN,12.0,12/7/2011 8:38,0.39,14911.0,EIRE
562038,22209,WOOD STAMP SET HAPPY BIRTHDAY,12.0,8/2/2011 9:35,0.83,12633.0,Germany
565295,23154,SET OF 4 JAM JAR MAGNETS,12.0,9/2/2011 12:01,2.08,12794.0,Portugal
556829,23173,REGENCY TEAPOT ROSES ,2.0,6/15/2011 10:51,9.95,12809.0,Portugal
554325,22244,3 HOOK HANGER MAGIC GARDEN,12.0,5/23/2011 15:38,1.95,12621.0,Germany
549721,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12.0,4/11/2011 15:35,1.25,14911.0,EIRE
546760,21114,LAVENDER SCENTED FABRIC HEART,10.0,3/16/2011 14:00,1.25,12597.0,Spain
559134,22726,ALARM CLOCK BAKELIKE GREEN,4.0,7/6/2011 13:14,3.75,12700.0,France
580511,22867,HAND WARMER BIRD DESIGN,24.0,12/4/2011 13:54,2.1,12560.0,Germany
560922,C2,CARRIAGE,1.0,7/21/2011 19:34,50.0,14911.0,EIRE
561662,21884,CAKES AND BOWS GIFT  TAPE,12.0,7/28/2011 16:28,0.65,12407.0,Belgium
571304,22966,GINGERBREAD MAN COOKIE CUTTER,12.0,10/17/2011 9:37,1.25,12526.0,Germany
564479,22382,LUNCH BAG SPACEBOY DESIGN ,10.0,8/25/2011 13:12,1.65,12682.0,France
579393,23480,MINI LIGHTS WOODLAND MUSHROOMS,8.0,11/29/2011 12:07,3.75,12627.0,Germany
564856,22507,MEMO BOARD RETROSPOT  DESIGN,12.0,8/31/2011 9:11,4.95,12477.0,Germany
559797,21219,SET/4 BADGES BALLOON GIRL,10.0,7/12/2011 13:31,1.25,12720.0,Germany
540463,21843,RED RETROSPOT CAKE STAND,3.0,1/7/2011 13:13,10.95,12489.0,France
577046,22413,METAL SIGN TAKE IT OR LEAVE IT ,6.0,11/17/2011 13:46,2.95,12449.0,Belgium
579259,47559B,TEA TIME OVEN GLOVE,10.0,11/29/2011 8:40,1.25,12451.0,Switzerland
546580,22131,FOOD CONTAINER SET 3 LOVE HEART ,12.0,3/15/2011 11:09,1.95,14911.0,EIRE
538174,22748,POPPY'S PLAYHOUSE KITCHEN,6.0,12/10/2010 9:35,2.1,12471.0,Germany
577121,21212,PACK OF 72 RETROSPOT CAKE CASES,24.0,11/17/2011 18:29,0.55,12681.0,France
574506,23214,JINGLE BELL HEART ANTIQUE GOLD,2.0,11/4/2011 13:24,2.08,12577.0,France
572567,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12.0,10/25/2011 10:27,1.45,12398.0,Switzerland
550145,22556,PLASTERS IN TIN CIRCUS PARADE ,12.0,4/14/2011 14:15,1.65,12637.0,France
572051,23473,WOODLAND SMALL RED FELT HEART,192.0,10/20/2011 12:24,0.72,14646.0,Netherlands
562046,21212,PACK OF 72 RETROSPOT CAKE CASES,24.0,8/2/2011 10:34,0.55,12378.0,Switzerland
562790,23231,WRAP  VINTAGE DOILEY ,50.0,8/9/2011 13:51,0.42,14646.0,Netherlands
558628,23203,JUMBO BAG DOILEY PATTERNS,10.0,6/30/2011 17:59,2.08,12626.0,Germany
581433,22473,TV DINNER TRAY VINTAGE PAISLEY,8.0,12/8/2011 15:54,1.95,14911.0,EIRE
553547,23084,RABBIT NIGHT LIGHT,18.0,5/17/2011 15:48,2.08,12474.0,Germany
C538642,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1.0,12/13/2010 14:37,8.5,12476.0,Germany
555282,35961,FOLKART ZINC HEART CHRISTMAS DEC,1.0,6/2/2011 9:04,0.85,12709.0,Germany
580511,23493,VINTAGE DOILY TRAVEL SEWING KIT,10.0,12/4/2011 13:54,1.95,12560.0,Germany
541206,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96.0,1/14/2011 12:24,0.64,14646.0,Netherlands
539731,22558,CLOTHES PEGS RETROSPOT PACK 24 ,144.0,12/21/2010 15:05,1.25,14646.0,Netherlands
547703,23231,WRAP DOILEY DESIGN,25.0,3/24/2011 17:10,0.42,12540.0,Spain
562790,22705,WRAP GREEN PEARS ,25.0,8/9/2011 13:51,0.42,14646.0,Netherlands
565777,47567B,TEA TIME KITCHEN APRON,6.0,9/6/2011 14:53,5.95,12569.0,Germany
547684,22748,POPPY'S PLAYHOUSE KITCHEN,6.0,3/24/2011 14:46,2.1,12408.0,Belgium
565854,21564,PINK  HEART SHAPE LOVE BUCKET ,6.0,9/7/2011 13:22,2.95,12490.0,France
575845,23372,SET 36 COLOUR PENCILS DOLLY GIRL,16.0,11/11/2011 12:07,1.25,12598.0,France
567721,20724,RED RETROSPOT CHARLOTTE BAG,100.0,9/22/2011 10:38,0.72,12409.0,Switzerland
564372,23291,DOLLY GIRL CHILDRENS CUP,8.0,8/25/2011 9:55,1.25,12714.0,France
557466,84568,GIRLS ALPHABET IRON ON PATCHES ,288.0,6/20/2011 13:08,0.21,13815.0,Germany
578736,20724,RED RETROSPOT CHARLOTTE BAG,20.0,11/25/2011 11:33,0.85,12681.0,France
560041,22667,RECIPE BOX RETROSPOT ,6.0,7/14/2011 14:46,2.95,14156.0,EIRE
574653,22079,RIBBON REEL HEARTS DESIGN ,10.0,11/6/2011 11:30,1.65,12619.0,Germany
576653,21977,PACK OF 60 PINK PAISLEY CAKE CASES,240.0,11/16/2011 10:45,0.42,14156.0,EIRE
561507,22534,MAGIC DRAWING SLATE SPACEBOY ,24.0,7/27/2011 14:21,0.42,12397.0,Belgium
554861,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12.0,5/27/2011 10:29,1.65,12633.0,Germany
564638,21981,PACK OF 12 WOODLAND TISSUES ,24.0,8/26/2011 12:54,0.29,13812.0,Germany
574874,23314,VINTAGE CHRISTMAS TABLECLOTH,2.0,11/7/2011 13:06,12.5,14911.0,EIRE
562560,22980,PANTRY SCRUBBING BRUSH,6.0,8/5/2011 17:12,1.65,14156.0,EIRE
573656,23240,SET OF 4 KNICK KNACK TINS DOILY ,6.0,10/31/2011 16:02,4.15,12417.0,Belgium
574501,20963,APPLE BATH SPONGE,3.0,11/4/2011 13:15,1.25,12577.0,France
544479,21390,FILIGRIS HEART WITH BUTTERFLY,288.0,2/21/2011 10:28,1.06,14646.0,Netherlands
539403,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4.0,12/17/2010 12:21,3.95,12647.0,Germany
574097,23291,DOLLY GIRL CHILDRENS CUP,8.0,11/3/2011 9:56,1.25,12471.0,Germany
542535,22634,CHILDS BREAKFAST SET SPACEBOY ,2.0,1/28/2011 13:37,9.95,12735.0,France
567293,22727,ALARM CLOCK BAKELIKE RED ,4.0,9/19/2011 12:01,3.75,12640.0,France
555161,23281,FOLDING BUTTERFLY MIRROR RED  ,12.0,6/1/2011 9:26,0.83,12423.0,Belgium
577479,21429,RED GINGHAM ROSE JEWELLERY BOX,8.0,11/20/2011 11:34,1.95,14911.0,EIRE
544690,22197,SMALL POPCORN HOLDER,400.0,2/23/2011 8:48,0.72,14156.0,EIRE
548496,22726,ALARM CLOCK BAKELIKE GREEN,8.0,3/31/2011 13:40,3.75,12678.0,France
553411,22436,12 COLOURED PARTY BALLOONS,20.0,5/17/2011 9:28,0.65,12714.0,France
565800,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12.0,9/7/2011 10:23,1.65,14911.0,EIRE
546760,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4.0,3/16/2011 14:00,4.25,12597.0,Spain
564734,20727,LUNCH BAG  BLACK SKULL.,4.0,8/28/2011 13:32,1.65,12484.0,Spain
540550,21944,KITTENS DESIGN FLANNEL,12.0,1/10/2011 9:11,0.85,12539.0,Spain
567666,22629,SPACEBOY LUNCH BOX ,12.0,9/21/2011 15:23,1.95,12520.0,Germany
547892,22727,ALARM CLOCK BAKELIKE RED ,4.0,3/28/2011 10:15,3.75,12669.0,France
560728,85032B,BLOSSOM IMAGES GIFT WRAP SET,12.0,7/20/2011 14:38,0.65,12520.0,Germany
544200,85169D,PINK LOVE BIRD CANDLE,12.0,2/17/2011 10:08,1.25,12494.0,France
572065,22696,WICKER WREATH LARGE,2.0,10/20/2011 13:06,1.95,12556.0,Spain
541269,21086,SET/6 RED SPOTTY PAPER CUPS,12.0,1/17/2011 11:01,0.65,12626.0,Germany
546434,84563B,BLUE & WHITE BREAKFAST TRAY,8.0,3/14/2011 8:41,2.95,12383.0,Belgium
547061,22951,60 CAKE CASES DOLLY GIRL DESIGN,24.0,3/20/2011 13:21,0.55,12407.0,Belgium
562046,21671,RED SPOT CERAMIC DRAWER KNOB,12.0,8/2/2011 10:34,1.25,12378.0,Switzerland
566163,20724,RED RETROSPOT CHARLOTTE BAG,10.0,9/9/2011 11:48,0.85,12637.0,France
576327,23534,WALL ART STOP FOR TEA ,4.0,11/14/2011 15:19,5.95,12476.0,Germany
568208,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,12.0,9/25/2011 15:35,1.25,12783.0,Portugal
